date,direction,speed
2010-03-21,258,8.0
2010-03-22,288,9.0
2010-03-23,226,10.0
2010-03-24,225,12.0
2010-03-25,223,11.0
2010-03-26,221,11.0
2010-03-27,233,10.0
2010-03-28,266,8.0
2010-03-29,255,10.0
2010-03-30,240,15.0
2010-03-31,222,17.0
2010-04-01,220,17.0
2010-04-02,214,15.0
2010-04-03,214,11.0
2010-04-04,258,8.0
2010-04-05,247,8.0
2010-04-06,253,8.0
2010-04-07,283,8.0
2010-04-08,248,10.0
2010-04-09,219,10.0
2010-04-10,240,13.0
2010-04-11,223,11.0
2010-04-12,241,9.0
2010-04-13,229,12.0
2010-04-14,221,12.0
2010-04-15,225,11.0
2010-04-16,242,10.0
2010-04-17,218,13.0
2010-04-18,212,17.0
2010-04-19,216,18.0
2010-04-20,216,17.0
2010-04-21,214,13.0
2010-04-22,237,9.0
2010-04-23,295,10.0
2010-04-24,240,11.0
2010-04-25,253,11.0
2010-04-26,252,10.0
2010-04-27,264,12.0
2010-04-28,262,12.0
2010-04-29,232,9.0
2010-04-30,187,11.0
2010-05-01,229,13.0
2010-05-02,244,12.0
2010-05-03,223,14.0
2010-05-04,223,14.0
2010-05-05,224,13.0
2010-05-06,234,12.0
2010-05-07,236,10.0
2010-05-08,265,11.0
2010-05-09,260,10.0
2010-05-10,267,11.0
2010-05-11,258,11.0
2010-05-12,233,13.0
2010-05-13,223,16.0
2010-05-14,221,18.0
2010-05-15,222,17.0
2010-05-16,224,16.0
2010-05-17,230,13.0
2010-05-18,265,11.0
2010-05-19,260,11.0
2010-05-20,256,14.0
2010-05-21,219,17.0
2010-05-22,220,18.0
2010-05-23,222,17.0
2010-05-24,218,17.0
2010-05-25,228,21.0
2010-05-26,229,25.0
2010-05-27,231,25.0
2010-05-28,229,23.0
2010-05-29,228,18.0
2010-05-30,229,16.0
2010-05-31,233,16.0
2010-06-01,231,17.0
2010-06-02,231,17.0
2010-06-03,229,14.0
2010-06-04,232,17.0
2010-06-05,230,19.0
2010-06-06,219,21.0
2010-06-07,218,20.0
2010-06-08,222,13.0
2010-06-09,237,10.0
2010-06-10,235,10.0
2010-06-11,265,12.0
2010-06-12,244,14.0
2010-06-13,228,16.0
2010-06-14,231,19.0
2010-06-15,241,13.0
2010-06-16,211,10.0
2010-06-17,213,12.0
2010-06-18,244,12.0
2010-06-19,222,13.0
2010-06-20,213,20.0
2010-06-21,211,20.0
2010-06-22,217,19.0
2010-06-23,221,17.0
2010-06-24,219,16.0
2010-06-25,204,14.0
2010-06-26,213,13.0
2010-06-27,201,12.0
2010-06-28,203,16.0
2010-06-29,204,15.0
2010-06-30,211,17.0
2010-07-01,197,15.0
2010-07-02,213,11.0
2010-07-03,229,13.0
2010-07-04,206,14.0
2010-07-05,193,16.0
2010-07-06,197,16.0
2010-07-07,192,16.0
2010-07-08,201,16.0
2010-07-09,206,16.0
2010-07-10,213,16.0
2010-07-11,232,16.0
2010-07-12,222,19.0
2010-07-13,217,18.0
2010-07-14,223,12.0
2010-07-15,220,10.0
2010-07-16,209,9.0
2010-07-17,199,12.0
2010-07-18,197,15.0
2010-07-19,195,14.0
2010-07-20,205,12.0
2010-07-21,202,13.0
2010-07-22,231,14.0
2010-07-23,215,13.0
2010-07-24,233,16.0
2010-07-25,241,17.0
2010-07-26,223,18.0
2010-07-27,210,21.0
2010-07-28,199,16.0
2010-07-29,205,13.0
2010-07-30,202,11.0
2010-07-31,195,12.0
2010-08-01,220,15.0
2010-08-02,218,18.0
2010-08-03,238,15.0
2010-08-04,233,14.0
2010-08-05,227,15.0
2010-08-06,235,12.0
2010-08-07,232,16.0
2010-08-08,211,17.0
2010-08-09,212,17.0
2010-08-10,207,13.0
2010-08-11,200,13.0
2010-08-12,210,11.0
2010-08-13,225,10.0
2010-08-14,210,10.0
2010-08-15,214,10.0
2010-08-16,215,8.0
2010-08-17,206,11.0
2010-08-18,206,13.0
2010-08-19,218,11.0
2010-08-20,214,9.0
2010-08-21,216,10.0
2010-08-22,216,11.0
2010-08-23,236,11.0
2010-08-24,228,10.0
2010-08-25,199,10.0
2010-08-26,208,9.0
2010-08-27,201,7.0
2010-08-28,206,7.0
2010-08-29,213,9.0
2010-08-30,200,11.0
2010-08-31,212,13.0
2010-09-01,216,15.0
2010-09-02,211,14.0
2010-09-03,214,14.0
2010-09-04,227,13.0
2010-09-05,223,12.0
2010-09-06,212,12.0
2010-09-07,212,11.0
2010-09-08,214,10.0
2010-09-09,216,11.0
2010-09-10,207,16.0
2010-09-11,202,14.0
2010-09-12,207,14.0
2010-09-13,207,11.0
2010-09-14,205,11.0
2010-09-15,213,11.0
2010-09-16,209,8.0
2010-09-17,220,7.0
2010-09-18,238,6.0
2010-09-19,235,6.0
2010-09-20,243,6.0
2010-09-21,225,8.0
2010-09-22,215,9.0
2010-09-23,224,8.0
2010-09-24,221,7.0
2010-09-25,238,6.0
2010-09-26,192,6.0
2010-09-27,70,5.0
2010-09-28,139,6.0
2010-09-29,70,5.0
2010-09-30,101,7.0
2010-10-01,73,8.0
2010-10-02,73,8.0
2010-10-03,138,9.0
2010-10-04,172,6.0
2010-10-05,110,6.0
2010-10-06,189,6.0
2010-10-07,195,8.0
2010-10-08,239,6.0
2010-10-09,280,8.0
2010-10-10,220,9.0
2010-10-11,208,9.0
2010-10-12,218,6.0
2010-10-13,241,5.0
2010-10-14,226,6.0
2010-10-15,241,8.0
2010-10-16,268,7.0
2010-10-17,224,8.0
2010-10-18,191,3.0
2010-10-19,167,5.0
2010-10-20,209,6.0
2010-10-21,203,7.0
2010-10-22,208,8.0
2010-10-23,224,7.0
2010-10-24,226,6.0
2010-10-25,198,5.0
2010-10-26,101,6.0
2010-10-27,159,6.0
2010-10-28,181,5.0
2010-10-29,141,7.0
2010-10-30,143,8.0
2010-10-31,95,10.0
2010-11-01,71,11.0
2010-11-02,64,10.0
2010-11-03,51,11.0
2010-11-04,125,10.0
2010-11-05,162,7.0
2010-11-06,131,8.0
2010-11-07,63,11.0
2010-11-08,68,13.0
2010-11-09,85,13.0
2010-11-10,207,5.0
2010-11-11,251,4.0
2010-11-12,214,7.0
2010-11-13,237,5.0
2010-11-14,154,5.0
2010-11-15,152,6.0
2010-11-16,180,5.0
2010-11-17,142,7.0
2010-11-18,156,7.0
2010-11-19,148,8.0
2010-11-20,108,9.0
2010-11-21,128,7.0
2010-11-22,71,8.0
2010-11-23,123,7.0
2010-11-24,186,7.0
2010-11-25,187,8.0
2010-11-26,143,9.0
2010-11-27,137,10.0
2010-11-28,59,9.0
2010-11-29,55,9.0
2010-11-30,124,9.0
2010-12-01,146,8.0
2010-12-02,140,9.0
2010-12-03,119,10.0
2010-12-04,124,9.0
2010-12-05,62,8.0
2010-12-06,62,12.0
2010-12-07,48,12.0
2010-12-08,112,11.0
2010-12-09,132,11.0
2010-12-10,211,9.0
2010-12-11,164,8.0
2010-12-12,203,5.0
2010-12-13,184,7.0
2010-12-14,49,9.0
2010-12-15,50,11.0
2010-12-16,127,9.0
2010-12-17,126,9.0
2010-12-18,43,10.0
2010-12-19,65,13.0
2010-12-20,54,11.0
2010-12-21,159,10.0
2010-12-22,190,7.0
2010-12-23,220,5.0
2010-12-24,81,8.0
2010-12-25,145,8.0
2010-12-26,194,8.0
2010-12-27,209,6.0
2010-12-28,255,5.0
2010-12-29,210,7.0
2010-12-30,255,8.0
2010-12-31,100,11.0
2011-01-01,38,13.0
2011-01-02,38,13.0
2011-01-03,40,12.0
2011-01-04,37,11.0
2011-01-05,74,12.0
2011-01-06,50,13.0
2011-01-07,92,11.0
2011-01-08,115,10.0
2011-01-09,73,11.0
2011-01-10,36,12.0
2011-01-11,111,9.0
2011-01-12,148,9.0
2011-01-13,146,9.0
2011-01-14,187,8.0
2011-01-15,142,9.0
2011-01-16,27,11.0
2011-01-17,188,9.0
2011-01-18,182,8.0
2011-01-19,140,9.0
2011-01-20,110,10.0
2011-01-21,121,10.0
2011-01-22,144,10.0
2011-01-23,95,10.0
2011-01-24,141,11.0
2011-01-25,179,11.0
2011-01-26,62,12.0
2011-01-27,170,9.0
2011-01-28,316,7.0
2011-01-29,169,8.0
2011-01-30,138,10.0
2011-01-31,153,10.0
